n_killed,latitude,longitude
1,32.2968,-81.1006
1,36.2832,-76.9759
1,38.7032,-121.336
1,38.6639,-121.28
1,41.7904,-87.6814
1,29.9187,-95.6846
1,34.1777,-86.7337
1,34.2459,-83.8843
1,29.9307,-91.6077
1,41.7485,-87.6552
1,41.6818,-87.6325
1,29.9307,-91.6077
1,34.6106,-78.9717
1,43.0746,-83.714
1,39.241,-84.277
1,26.7433,-80.0566
1,40.8337,-74.7033
1,33.5239,-112.151
1,44.0458,-103.203
1,36.8408,-119.799
1,38.7446,-90.5994
1,33.8611,-78.7522
1,34.245,-92.0624
1,48.6666,-112.918
1,33.5217,-81.6927
1,41.5058,-81.6271
1,43.0852,-89.3634
1,39.1158,-77.0526
1,41.4857,-81.6029
1,48.3911,-114.035
1,39.8224,-119.662
1,40.8515,-74.7329
1,34.9177,-82.1024
1,38.6551,-90.2082
1,42.5377,-83.1531
1,39.0816,-94.4883
1,33.7723,-84.5077
1,38.6549,-90.2061
1,25.6713,-80.3698
1,39.1899,-77.2418
1,26.7899,-80.054
1,34.2066,-118.365
1,35.3207,-84.656
1,39.8984,-75.0734
1,34.6111,-78.9743
1,33.9017,-118.173
1,27.8943,-82.2821
1,33.8216,-117.12
1,27.0805,-80.4104
1,38.6199,-90.3511
1,34.9126,-80.9979
1,37.7979,-122.24
1,38.2405,-104.632
1,34.1149,-117.323
1,33.7882,-118.308
1,40.0194,-76.3509
1,32.1574,-94.3374
1,26.7633,-81.4448
1,30.7274,-88.1047
1,38.0561,-91.2891
1,40.6078,-75.4735
1,34.9885,-85.2934
1,29.8192,-95.5029
1,34.7571,-92.2689
1,39.7276,-86.1308
1,38.8998,-76.9316
1,38.9583,-77.0282
1,33.6613,-84.2509
1,,
1,29.8192,-95.5029
1,44.9941,-123.037
1,35.033,-90.0075
1,46.6725,-120.458
1,35.1706,-90.0421
1,34.0443,-80.9417
1,40.7263,-74.2041
1,40.0425,-75.0766
1,33.7882,-118.308
1,42.3578,-83.2201
1,,
1,46.1969,-114.1
1,29.2993,-94.7909
1,47.8912,-117.684
1,36.7942,-119.844
1,27.3581,-80.3718
1,32.3054,-90.2305
1,35.6265,-95.9408
1,33.9483,-118.274
1,36.0385,-83.9117
1,35.6265,-95.9408
1,42.32,-83.0989
1,29.7604,-95.3698
1,39.824,-80.6848
1,32.6305,-97.0878
1,33.4065,-82.1007
1,33.9644,-118.288
1,32.1764,-94.3587
1,41.2553,-95.9477
1,35.2263,-80.3214
1,25.83,-80.2046
1,36.1773,-94.091
1,39.3072,-76.6647
1,34.1527,-118.59
1,34.0763,-118.317
1,32.8664,-96.8765
1,32.6994,-114.645
1,29.3808,-94.7644
1,40.1514,-75.3222
1,41.723,-87.6628
1,39.6559,-79.588
1,25.7829,-80.1983
1,39.1145,-84.5157
1,36.8131,-119.765
1,35.6774,-80.2564
1,34.0877,-118.02
1,31.8368,-102.491
1,28.0519,-81.9607
1,38.5403,-121.474
1,38.8194,-104.754
1,41.6007,-87.4615
1,32.9168,-85.9528
1,34.3852,-85.3983
1,38.6643,-90.257
1,39.9426,-83.0483
1,35.13,-80.9013
1,38.2346,-85.7906
1,34.6306,-98.3874
1,26.7119,-80.1173
1,39.9531,-83.1461
1,36.6769,-121.612
1,38.9403,-95.2563
1,40.2334,-74.7593
1,35.2671,-80.8393
1,44.9537,-93.2461
1,45.0031,-93.3033
1,37.9563,-122.368
1,33.8873,-118.224
1,47.8763,-95.0169
1,38.8226,-104.787
1,38.8212,-104.786
1,32.4064,-91.1893
1,41.1907,-95.9935
1,44.0364,-91.6462
1,38.9108,-104.472
1,34.7571,-84.9194
1,40.8568,-73.8899
1,35.1853,-89.869
1,40.4674,-87.6637
1,32.0396,-81.1101
1,33.3721,-112.575
1,35.5547,-79.2381
1,39.839,-75.3743
1,33.4382,-86.9326
1,31.8556,-102.373
1,40.1134,-83.0114
1,28.3737,-82.6683
1,39.7298,-84.2401
1,27.4206,-81.3747
1,34.982,-80.3636
1,33.4843,-86.861
1,36.7141,-119.787
1,33.9228,-118.239
1,37.7017,-97.3219
1,42.2902,-89.1072
1,34.0798,-118.237
1,38.5093,-121.511
1,29.6135,-95.4061
1,42.0912,-88.2939
1,35.6105,-84.6213
1,61.5829,-149.36
1,41.6864,-87.5316
1,32.0228,-96.2642
1,32.3816,-86.2241
1,36.1921,-115.131
1,35.4682,-79.1722
1,34.6785,-90.3097
1,36.1921,-115.131
1,42.4276,-82.9921
1,29.992,-91.8184
1,34.6221,-86.5766
1,43.349,-70.974
1,41.5921,-87.2755
1,39.1224,-94.5465
1,43.1835,-77.5817
1,32.4772,-94.735
1,33.7691,-84.4944
1,32.541,-93.6484
1,33.3857,-111.929
1,33.537,-112.272
1,37.9321,-121.262
1,41.7403,-86.2383
1,45.405,-91.8686
1,33.8001,-89.7942
1,32.4816,-93.884
1,31.1724,-81.4951
1,41.759,-87.5684
1,39.7533,-94.7956
1,32.516,-93.7321
1,39.3461,-85.4918
1,40.0542,-75.1514
1,35.6339,-88.8094
1,32.4443,-83.7135
1,46.885,-114.039
1,33.7901,-84.4701
1,36.8234,-76.3276
1,39.8581,-95.5401
1,40.0394,-75.1536
1,39.8209,-100.522
1,38.1857,-85.7005
1,46.7676,-96.7999
1,40.7027,-73.7835
1,36.1012,-95.7478
1,38.6789,-90.2824
1,36.8806,-76.4024
1,27.4548,-80.3448
1,32.9145,-96.7608
1,39.9433,-75.1635
1,36.1664,-115.161
1,32.7878,-96.7999
1,30.3928,-88.1543
1,,
1,40.0288,-75.1448
1,45.4787,-122.693
1,35.8447,-81.8165
1,29.9138,-90.0178
1,34.1304,-117.226
1,35.1793,-89.9911
1,36.7386,-108.192
1,35.6339,-88.8094
1,39.0104,-76.5813
1,19.4969,-155.922
1,32.5938,-83.6273
1,41.1746,-81.3711
1,25.8824,-80.2358
1,32.7532,-117.107
1,43.0486,-87.9477
1,36.8839,-76.1807
1,39.134,-84.5473
1,33.9505,-118.235
1,35.2234,-90.0063
1,34.7351,-92.2946
1,45.4631,-122.718
1,41.5374,-81.5919
1,38.6639,-90.3217
1,30.0751,-95.4897
1,39.1349,-121.67
1,34.8888,-79.0278
1,31.7591,-106.48
1,41.4644,-74.3734
1,32.858,-95.7636
1,38.2253,-85.796
1,38.8589,-77.008
1,41.5861,-87.4821
1,41.5378,-81.5919
1,32.6094,-83.6695
1,40.8368,-73.8859
1,34.4789,-93.0614
1,45.6498,-94.2223
1,28.5784,-81.239
1,36.7503,-119.787
1,31.9612,-83.4644
1,32.3214,-90.1836
1,35.4596,-94.3407
1,29.9648,-90.0376
1,35.0029,-89.9369
1,33.4805,-112.172
1,44.0387,-116.98
1,33.6866,-84.4185
1,30.7817,-85.5138
1,36.4786,-82.5251
1,29.2093,-81.0358
1,33.1202,-85.2172
1,39.9606,-82.9582
1,29.9615,-95.4505
1,29.9405,-90.0977
1,41.6923,-86.6932
1,40.6655,-73.9264
1,45.7608,-122.641
1,30.1893,-82.6261
1,41.4302,-81.5889
1,37.7021,-122.095
1,33.4731,-112.013
1,37.1228,-80.6627
1,38.6543,-90.2169
1,41.6416,-83.545
1,32.9223,-80.6836
1,42.282,-71.1628
1,32.3772,-94.1885
1,45.7608,-122.641
1,38.6309,-90.1227
1,40.8101,-73.955
1,40.8447,-73.8793
1,35.87,-78.5483
1,34.3058,-118.457
1,45.4687,-122.589
1,38.5139,-121.419
1,37.2288,-77.3921
1,41.4823,-81.6153
1,41.7714,-87.6739
1,38.8836,-76.9051
1,41.7913,-72.6699
1,35.313,-80.8843
1,35.5544,-78.7562
1,36.2068,-119.355
1,38.2478,-85.7683
1,42.3707,-87.8373
1,38.9475,-77.0087
1,38.5923,-90.2335
1,29.9674,-90.0592
1,41.8753,-87.7255
1,26.1087,-80.2114
1,36.1873,-95.9336
1,41.6407,-83.5118
1,39.7946,-84.2927
1,36.8478,-76.24
1,35.7835,-90.6647
1,31.2105,-83.243
1,36.2377,-86.7431
1,32.3105,-90.2176
1,41.2614,-73.1009
1,39.9571,-83.0422
1,40.6835,-73.9622
1,45.0437,-92.0397
1,34.0474,-80.93
1,41.7721,-87.6737
1,32.4335,-86.6529
1,34.3315,-84.1978
1,36.68,-87.428
1,33.9619,-80.4289
1,41.4982,-81.6188
1,34.5907,-98.4452
1,26.6931,-80.6639
1,27.8006,-97.3964
1,26.2453,-80.1649
1,30.3022,-81.7334
1,40.8178,-73.9223
1,36.6989,-76.2775
1,36.1646,-86.7771
1,35.1768,-89.9177
1,32.9247,-96.7181
1,38.7444,-90.21
1,33.486,-86.9107
1,34.2789,-77.8382
1,38.8915,-76.9358
1,33.8895,-118.076
1,38.6396,-82.771
1,38.4961,-121.393
1,34.7056,-79.8894
1,35.0551,-106.704
1,40.7411,-73.617
1,36.1127,-115.173
1,40.6648,-82.5728
1,32.8044,-116.823
1,27.4524,-80.3306
1,38.6235,-121.411
1,37.5107,-77.6338
1,41.701,-73.9211
1,44.5894,-123.273
1,36.187,-95.8966
1,34.3315,-84.1978
1,35.1526,-90.053
1,35.1991,-80.8862
1,29.6513,-95.3718
1,40.7936,-74.0173
1,29.7654,-95.3663
1,41.8866,-87.9012
1,36.8677,-76.1651
1,30.1067,-95.2555
1,32.4573,-93.7734
1,32.055,-81.0626
1,37.1463,-82.9425
1,30.3425,-81.6855
1,32.2901,-90.2402
1,46.0175,-114.182
1,29.7355,-94.9774
1,29.7255,-95.4747
1,35.2069,-80.899
1,36.7384,-119.825
1,41.6189,-87.2227
1,33.4426,-86.1161
1,34.8526,-82.394
1,35.0813,-106.484
1,41.6993,-86.285
1,35.9308,-89.8994
1,30.4698,-91.047
1,36.0775,-86.6568
1,37.7664,-93.5711
1,35.0353,-90.0008
1,40.6055,-80.6471
1,32.5249,-95.6372
1,34.8891,-79.0289
1,38.4208,-75.5647
1,36.6777,-121.656
1,39.3945,-76.5569
1,35.5897,-82.4229
1,41.4093,-81.9145
1,30.636,-96.3616
1,38.8861,-77.0122
1,31.8246,-102.53
1,37.595,-122.51
1,35.5906,-82.4221
1,,
1,37.2687,-121.8
1,33.5676,-112.095
1,39.123,-76.7914
1,33.9086,-118.242
1,39.7429,-105.051
1,42.9671,-83.7126
1,36.2103,-86.7874
1,28.6027,-81.3917
1,35.9624,-119.035
1,38.7965,-90.2387
1,29.9424,-95.4429
1,35.3588,-93.5221
1,26.1212,-80.1329
1,33.5119,-81.8072
1,30.178,-82.6425
1,29.993,-90.03
1,39.7426,-104.84
1,47.5174,-122.354
1,33.4344,-86.9239
1,,
1,39.7435,-85.9965
1,33.5165,-86.8087
1,39.7414,-104.845
1,33.737,-84.2346
1,41.2388,-95.9311
1,30.7266,-90.5122
1,35.9539,-80.823
1,36.8408,-119.799
1,33.9024,-118.23
1,28.0213,-82.4417
1,32.7555,-96.7608
1,29.4875,-98.5762
1,32.9281,-80.0513
1,38.2454,-122.966
1,36.6996,-121.623
1,37.9294,-122.365
1,40.0108,-75.179
1,38.8012,-77.0056
1,28.6027,-81.3917
1,40.2542,-78.8461
1,25.9941,-80.2935
1,26.6242,-81.6858
1,25.9941,-80.2958
1,40.741,-74.1963
1,26.3683,-80.1289
1,33.7528,-84.382
1,42.3814,-71.2254
1,38.2454,-122.966
1,30.2703,-81.6022
1,26.4091,-80.1024
1,35.3657,-93.5616
1,36.2765,-115.099
1,36.7602,-121.748
1,64.8395,-147.746
1,39.098,-94.5657
1,,
1,40.6912,-73.9397
1,34.8891,-79.0289
1,39.5158,-76.2041
1,30.3548,-81.7014
1,40.8412,-73.9094
1,38.5926,-90.2349
1,34.7937,-86.5409
1,33.4538,-112.074
1,35.093,-106.644
1,42.2826,-89.0691
1,38.0022,-121.3
1,37.928,-122.336
1,41.7669,-87.6542
1,33.5238,-112.05
1,44.2059,-123.207
1,47.0676,-122.13
1,39.3939,-84.5666
1,31.487,-100.455
1,32.2342,-110.914
1,34.8734,-88.7076
1,29.6401,-95.6077
1,37.7429,-122.413
1,39.534,-76.3475
1,41.8771,-87.7337
1,36.3136,-121.354
1,26.6242,-81.6917
1,36.1501,-86.8055
1,40.0541,-75.0192
1,36.9156,-89.3538
1,39.8952,-75.1241
1,39.1282,-84.4982
1,33.5434,-86.7273
1,34.9944,-80.9628
1,,
1,47.2355,-122.528
1,33.93,-118.292
1,35.9931,-78.8918
1,34.2189,-80.5648
1,40.7403,-74.2332
1,33.6146,-84.4777
1,35.684,-105.941
1,39.3939,-84.5666
1,39.2598,-75.0801
1,43.0163,-87.9309
1,41.4421,-81.7775
1,40.4158,-79.993
1,41.8321,-71.4426
1,33.7529,-84.4841
1,39.8171,-86.326
1,46.6021,-120.506
1,32.2943,-90.2428
1,29.8115,-95.7152
1,27.5163,-82.5567
1,32.8665,-96.8769
1,31.7776,-106.442
1,,
1,40.0179,-75.0826
1,34.0765,-118.026
1,35.0612,-89.8811
1,37.9382,-121.29
1,36.5017,-86.8839
1,29.4827,-98.466
1,44.688,-85.52
1,40.8924,-74.1386
1,39.0093,-77.4233
1,47.2554,-122.47
1,31.7761,-106.502
1,29.5172,-98.4641
1,34.7671,-84.9493
1,33.5024,-81.7142
1,35.1579,-81.2433
1,36.1219,-80.2441
1,36.4218,-82.4744
1,34.7776,-86.5629
1,34.1795,-117.309
1,34.979,-80.8574
1,38.3857,-90.4022
1,40.7259,-74.2307
1,32.7548,-97.0607
1,34.2189,-80.5648
1,39.8946,-91.3779
1,40.7186,-74.2355
1,35.4908,-97.5965
1,33.4901,-111.954
1,37.9543,-121.259
1,39.2167,-104.931
1,36.3534,-82.4026
1,39.8947,-91.3779
1,38.8704,-83.9038
1,35.2705,-77.5643
1,34.7687,-84.9613
1,31.456,-83.4995
1,38.0164,-121.907
1,33.7749,-118.189
1,32.5267,-94.3674
1,38.9408,-76.8959
1,36.8613,-76.2695
1,35.6608,-78.8588
1,33.9123,-118.278
1,40.0137,-75.1503
1,34.1065,-118.368
1,33.745,-84.4267
1,33.3926,-112.006
1,30.4225,-91.0599
1,41.6034,-73.6785
1,35.4093,-118.954
1,34.1072,-118.37
1,39.9409,-75.0905
1,28.7632,-81.6244
1,30.3501,-95.7885
1,34.0108,-84.7547
1,30.3256,-95.3933
1,33.9197,-78.9288
1,40.4582,-79.9898
1,41.3306,-72.9306
1,42.2428,-83.5853
1,45.0208,-93.0224
1,38.2776,-85.7372
1,42.9078,-70.8132
1,40.8126,-73.9292
1,39.9119,-75.2411
1,42.351,-83.1108
1,,
1,48.4114,-118.125
1,26.1439,-80.2204
1,48.3984,-118.098
1,30.6541,-88.2842
1,33.9726,-118.358
1,34.9353,-82.5589
1,25.9067,-80.2359
1,39.2334,-76.6006
1,37.2876,-94.0524
1,39.9572,-82.9512
1,35.0928,-85.6435
1,33.8116,-84.197
1,41.467,-81.7102
1,35.2262,-78.7377
1,45.6768,-93.9249
1,30.3676,-81.499
1,30.0313,-89.9949
1,39.8101,-84.2107
1,36.1878,-95.9914
1,40.2559,-80.1769
1,29.6469,-95.2445
1,39.9079,-75.1831
1,36.0585,-79.8595
1,41.3887,-81.8146
1,28.3661,-80.7432
1,35.6814,-80.4727
1,33.896,-80.3331
1,41.7689,-72.5277
1,35.093,-106.644
1,33.9316,-118.125
1,38.4331,-82.4074
1,34.7792,-82.4083
1,35.4049,-119.025
1,34.0261,-118.215
1,40.0371,-74.8949
1,47.6835,-117.435
1,,
1,38.591,-90.2441
1,32.8823,-83.6881
1,37.807,-122.297
1,42.9212,-78.8496
1,43.0983,-87.9983
1,41.6993,-86.2791
1,32.8064,-83.7172
1,29.531,-82.5116
1,32.5358,-92.1103
1,39.7367,-105.029
1,40.0013,-79.5725
1,38.6019,-90.2354
1,33.7684,-84.5137
1,43.0991,-87.9982
1,42.4098,-83.043
1,45.6248,-123.039
1,33.7232,-84.1578
1,35.3002,-99.6423
1,30.5022,-91.1173
1,43.0683,-83.7299
1,33.4538,-112.074
1,33.9218,-84.5781
1,43.077,-87.9435
1,33.9774,-118.329
1,36.0493,-115.225
1,40.0194,-75.1323
1,40.6375,-75.3981
1,31.8339,-102.35
1,40.0054,-82.9709
1,32.2346,-97.7553
1,41.6036,-87.3476
1,29.7604,-95.3698
1,35.229,-97.436
1,39.358,-74.4381
1,29.9694,-90.0759
1,39.9508,-86.3358
1,33.9382,-118.309
1,42.5411,-82.8808
1,37.8331,-122.273
1,38.8523,-76.9297
1,46.2058,-119.138
1,38.0034,-121.297
1,39.778,-86.0927
1,48.1542,-103.613
1,41.8022,-87.6188
1,38.1846,-85.8483
1,36.1181,-80.2305
1,39.7779,-89.6283
1,37.9132,-82.4692
1,29.5872,-90.6827
1,40.7614,-111.898
1,30.4241,-81.6618
1,39.778,-86.0927
1,29.8877,-93.9602
1,42.5401,-82.882
1,34.0522,-118.244
1,37.9382,-121.29
1,40.6723,-73.8756
1,39.1449,-84.4905
1,38.8599,-76.9988
1,25.9182,-80.2484
1,34.364,-119.059
1,34.017,-118.316
1,29.6863,-95.2571
1,42.7303,-87.7836
1,33.318,-81.1453
1,42.8991,-78.8366
1,40.6619,-73.9029
1,32.9029,-90.8831
1,35.7898,-78.7623
1,35.9931,-78.8918
1,41.6774,-87.5014
1,41.7817,-87.6121
1,32.7243,-97.2486
1,32.0604,-111.269
1,29.9694,-90.0759
1,29.5156,-98.4246
1,36.1646,-86.7771
1,33.8941,-84.1143
1,27.9608,-82.4787
1,36.3627,-86.7302
1,40.4549,-79.9619
1,36.486,-80.6026
1,37.9583,-121.243
1,41.6737,-85.9236
1,40.6894,-73.8037
1,42.9946,-83.6479
1,43.1083,-87.959
1,35.3003,-80.7906
1,41.4437,-81.6028
1,39.7706,-84.2175
1,40.3259,-78.9148
1,29.4757,-98.3637
1,36.1878,-95.9933
1,40.3558,-78.941
1,39.8253,-86.1219
1,32.5022,-84.9416
1,39.8723,-83.8024
1,33.2779,-81.113
1,40.6886,-73.9306
1,33.9547,-84.25
1,34.102,-118.336
1,36.7275,-119.815
1,39.7917,-83.1701
1,30.2965,-81.5573
1,34.1016,-118.336
1,25.9672,-80.2544
1,39.9654,-75.1643
1,29.6503,-81.6613
1,40.0276,-75.1464
1,35.4742,-88.5209
1,34.1961,-90.5784
1,43.1098,-87.9589
1,35.1145,-89.9942
1,34.452,-80.0514
1,35.2458,-80.8437
1,33.5752,-83.8434
1,43.1786,-77.6012
1,32.4066,-86.3059
1,29.705,-82.417
1,37.889,-88.9019
1,37.7995,-122.233
1,41.689,-87.6157
1,43.3067,-100.581
1,37.4712,-75.8484
1,38.6966,-90.2867
1,35.4965,-97.4763
1,32.2688,-90.2334
1,35.2729,-80.8269
1,27.7238,-97.4345
1,33.9636,-118.33
1,34.212,-92.0144
1,37.9978,-122.312
1,41.7427,-87.5637
1,34.3874,-80.0814
1,36.3086,-78.4089
1,35.0512,-89.9108
1,33.5662,-83.9279
1,35.2463,-80.8449
1,28.0635,-81.9695
1,29.7185,-82.4007
1,42.3335,-71.0981
1,30.0117,-90.0033
1,33.5816,-83.9434
1,29.8766,-90.1248
1,40.368,-79.8939
1,,
1,41.5971,-87.6947
1,34.0405,-77.8894
1,32.316,-86.2911
1,32.4858,-80.9625
1,42.4693,-83.1885
1,39.7769,-84.2403
1,33.8894,-118.262
1,39.7878,-86.2186
1,35.3541,-118.983
1,38.6563,-121.348
1,37.5106,-77.4445
1,41.7793,-87.6843
1,32.4375,-84.9598
1,32.4375,-84.9598
1,37.7672,-122.197
1,36.1008,-115.051
1,29.6469,-95.246
1,35.8709,-95.5225
1,33.8874,-118.262
1,41.3074,-111.94
1,33.5418,-86.8017
1,35.9295,-79.9651
1,38.2975,-122.287
1,61.2278,-149.807
1,30.1895,-92.0273
1,59.7174,-151.311
1,33.3648,-84.7893
1,34.0722,-118.213
1,26.2662,-80.2354
1,31.0843,-97.3469
1,34.9327,-82.0022
1,41.7793,-87.6843
1,29.8644,-90.076
1,36.4462,-78.6488
1,33.945,-84.1193
1,30.4587,-91.1544
1,33.904,-81.3271
1,43.4481,-83.9068
1,31.1722,-81.5364
1,40.9221,-73.818
1,40.8138,-73.9499
1,33.9564,-116.486
1,36.2113,-82.7693
1,33.168,-80.5438
1,39.7502,-75.5259
1,38.8189,-76.9993
1,26.3372,-80.1359
1,41.5811,-81.5104
1,40.1646,-76.8472
1,32.8499,-79.989
1,40.6334,-74.1652
1,41.5846,-87.3331
1,31.8457,-102.368
1,30.0799,-95.4172
1,34.9942,-85.7212
1,39.9352,-82.8991
1,38.2434,-85.7288
1,30.2317,-90.9054
1,35.1819,-83.38
1,35.0309,-85.2521
1,41.5316,-81.5937
1,30.734,-88.0881
1,41.4966,-87.0405
1,35.1672,-94.6847
1,32.4296,-110.962
1,29.9639,-94.0413
1,47.6298,-122.283
1,35.1603,-89.9758
1,41.2995,-72.9364
1,45.3632,-122.776
1,39.9566,-75.0946
1,39.7412,-75.5657
1,43.1881,-88.0902
1,33.9924,-118.309
1,37.3213,-121.83
1,29.7251,-85.0028
1,33.9377,-118.33
1,40.8258,-96.6852
1,32.6718,-96.6659
1,41.2877,-96.2186
1,32.0836,-81.1184
1,34.2494,-118.273
1,33.5096,-112.182
1,32.5219,-86.5697
1,39.2876,-76.6346
1,39.3283,-119.203
1,33.8188,-84.2325
1,32.7692,-96.7976
1,38.2551,-85.8042
1,42.8802,-72.5589
1,36.4253,-89.6995
1,27.6509,-97.2977
1,34.2497,-118.273
1,34.7193,-86.5885
1,35.0623,-89.9243
1,31.2787,-82.4323
1,35.1603,-89.9758
1,35.0389,-106.743
1,39.7826,-86.1049
1,39.8411,-84.8979
1,36.862,-76.1825
1,35.2196,-80.9111
1,36.202,-115.022
1,33.9762,-118.302
1,36.8643,-76.183
1,35.5481,-77.3511
1,33.8007,-118.197
1,33.9319,-118.34
1,33.0529,-80.3153
1,33.4642,-112.178
1,36.7401,-119.733
1,39.9643,-75.1984
1,38.9985,-94.5684
1,28.5437,-81.4261
1,40.8171,-96.6515
1,28.5444,-81.3932
1,33.5468,-86.8143
1,41.2982,-73.4203
1,33.9212,-118.236
1,31.7603,-97.1712
1,41.8789,-87.7338
1,41.7258,-87.5997
1,33.6215,-86.6843
1,42.3368,-71.0813
1,36.9532,-120.042
1,29.6941,-95.537
1,33.4526,-82.053
1,38.8688,-76.9179
1,33.5843,-84.54
1,30.2122,-92.3844
1,41.2767,-76.8991
1,39.8411,-84.8979
1,40.7164,-74.0748
1,29.6184,-90.787
1,40.7726,-74.0357
1,40.7035,-73.9223
1,39.8294,-77.6728
1,39.06,-95.5945
1,41.2492,-76.9682
1,34.0398,-118.319
1,38.6311,-90.2155
1,34.9942,-85.7212
1,30.2087,-95.4188
1,34.2066,-118.484
1,40.8741,-73.909
1,38.6278,-90.1061
1,32.7099,-94.7522
1,38.1859,-77.9859
1,33.809,-84.2042
1,37.2046,-95.1311
1,36.055,-79.8316
1,39.3065,-76.5811
1,38.8665,-76.9168
1,40.6646,-73.9056
1,47.6127,-122.337
1,40.646,-73.9494
1,38.407,-82.4831
1,34.1925,-118.457
1,38.4748,-81.369
1,28.7132,-81.2078
1,40.6869,-73.9391
1,40.7001,-74.0945
1,38.8866,-76.9405
1,30.4918,-90.4685
1,43.0678,-87.9424
1,42.0194,-87.6701
1,41.3049,-95.3967
1,30.3496,-81.731
1,42.2608,-88.1424
1,41.0652,-85.1331
1,38.6652,-90.2544
1,39.7742,-84.2022
1,34.0464,-118.344
1,34.1903,-118.379
1,30.3502,-81.7333
1,33.2078,-117.395
1,40.0662,-75.0168
1,26.6852,-80.1167
1,28.7132,-81.2078
1,28.0702,-81.7645
1,35.6899,-78.61
1,34.0883,-118.384
1,35.1468,-101.956
1,34.9749,-87.211
1,43.4319,-95.5682
1,46.3776,-124.042
1,32.4368,-93.7945
1,29.4241,-98.4936
1,29.482,-98.6821
1,33.9392,-118.268
1,37.5803,-77.422
1,34.741,-77.3673
1,41.4168,-81.5838
1,,
1,36.1221,-115.217
1,29.9493,-81.5784
1,43.0789,-87.9166
1,42.2931,-89.627
1,41.8029,-87.6867
1,32.7498,-85.2846
1,27.7414,-98.0946
1,36.8299,-76.3127
1,35.8605,-86.3763
1,33.2025,-117.37
1,38.2357,-104.62
1,32.043,-81.1127
1,32.389,-90.1237
1,35.074,-80.9613
1,36.9866,-76.4242
1,37.5455,-82.7779
1,39.9194,-75.1122
1,29.7604,-95.3698
1,37.5803,-77.422
1,38.0042,-121.81
1,40.6023,-75.4722
1,38.8649,-76.9835
1,39.5754,-76.6156
1,37.9171,-122.32
1,33.5157,-81.9593
1,33.4735,-82.0105
1,30.4646,-91.1498
1,34.3624,-82.1203
1,29.9506,-90.0418
1,39.7948,-86.0715
1,32.4135,-95.6186
1,36.1613,-96.0185
1,40.2171,-74.7429
1,29.4603,-98.3706
1,37.7108,-97.3195
1,39.7948,-86.0715
1,29.5639,-95.4004
1,38.1056,-122.231
1,33.9776,-118.255
1,42.3345,-71.0477
1,38.7051,-91.4352
1,41.1645,-73.2241
1,33.9708,-118.283
1,33.524,-112.13
1,38.5637,-90.1689
1,40.7234,-74.1839
1,42.3905,-83.208
1,29.9401,-90.0162
1,41.7791,-87.6946
1,43.0127,-76.1294
1,41.686,-86.2366
1,41.7661,-72.7162
1,36.162,-96.0191
1,39.1313,-84.6197
1,42.2617,-83.5242
1,41.7923,-87.656
1,32.136,-81.6221
1,34.0645,-117.889
1,40.2199,-74.0192
1,40.2023,-74.7464
1,29.8904,-90.0701
1,36.8593,-119.693
1,41.1225,-87.8592
1,39.939,-82.8985
1,40.0252,-75.11
1,35.3103,-119.021
1,27.7615,-97.409
1,38.2643,-122.011
1,34.7197,-79.126
1,43.9815,-116.986
1,38.8974,-76.9264
1,36.19,-115.153
1,40.4066,-79.864
1,38.6671,-90.2304
1,33.495,-112.024
1,38.0043,-121.844
1,39.4086,-76.7649
1,42.9552,-87.9307
1,34.287,-78.7015
1,43.3171,-90.8472
1,42.4063,-82.9298
1,41.7779,-87.6132
1,30.4449,-87.3044
1,38.7566,-93.736
1,,
1,33.7295,-116.199
1,33.2005,-80.4819
1,32.3551,-86.3225
1,32.7093,-97.0776
1,38.7405,-93.7108
1,34.0844,-84.4812
1,35.0463,-85.2572
1,39.1424,-84.5819
1,37.5728,-83.7089
1,29.9963,-95.3952
1,39.1423,-84.581
1,32.4354,-93.789
1,31.8223,-90.6479
1,42.0899,-70.9833
1,33.2797,-84.2272
1,33.5821,-112.131
1,43.8164,-70.4237
1,33.6735,-84.449
1,34.0108,-118.09
1,32.6776,-97.2667
1,33.9489,-118.297
1,38.781,-84.7525
1,38.8541,-84.6247
1,33.8554,-81.1304
1,46.6512,-120.497
1,42.1249,-80.0857
1,39.8034,-86.1057
1,34.1127,-118.44
1,32.6126,-90.0368
1,32.7095,-117.119
1,38.5234,-121.45
1,27.7753,-82.6384
1,32.498,-85.2755
1,29.9335,-90.0879
1,43.0388,-87.9544
1,29.9716,-90.0609
1,36.8263,-119.847
1,38.525,-121.444
1,25.8176,-80.2055
1,32.6069,-90.0481
1,38.4992,-81.9098
1,34.9442,-82.8518
1,35.0576,-78.8714
1,37.4016,-121.952
1,39.4917,-75.0254
1,39.3235,-76.5968
1,41.7964,-87.6995
1,35.2744,-80.9454
1,34.0977,-118.304
1,38.0521,-84.4871
1,32.6994,-114.645
1,35.0596,-78.8772
1,34.4049,-77.6495
1,39.8678,-85.5426
1,40.9113,-111.875
1,34.4929,-82.6928
1,38.5888,-122.607
1,31.6851,-88.6554
1,40.6959,-73.9735
1,40.794,-121.942
1,41.5848,-87.6365
1,34.6727,-92.3326
1,33.9191,-84.0167
1,41.7856,-87.6207
1,38.9063,-94.6492
1,33.8835,-84.1926
1,40.5885,-75.4718
1,39.9937,-75.1776
1,34.2428,-92.0279
1,34.0197,-118.327
1,36.1617,-115.252
1,34.9505,-89.8325
1,27.603,-82.5306
