state_id,county_name,amount
CT,Fairfield,102
CT,Hartford,74
CT,Litchfield,50
CT,Middlesex,25
CT,New Haven,42
CT,New London,29
CT,Tolland,11
CT,Windham,6
DC,District of Columbia,7
DE,Kent,17
DE,New Castle,50
DE,Sussex,67
FL,Alachua,72
FL,Baker,8
FL,Bay,62
FL,Bradford,5
FL,Brevard,147
FL,Broward,216
FL,Calhoun,7
FL,Charlotte,25
FL,Citrus,53
FL,Clay,40
FL,Collier,51
FL,Columbia,18
FL,DeSoto,7
FL,Dixie,6
FL,Duval,139
FL,Escambia,63
FL,Flagler,17
FL,Franklin,3
FL,Gadsden,17
FL,Gilchrist,13
FL,Glades,1
FL,Gulf,9
FL,Hamilton,3
FL,Hardee,8
FL,Hendry,5
FL,Hernando,40
FL,Highlands,40
FL,Hillsborough,171
FL,Holmes,5
FL,Indian River,41
FL,Jackson,22
FL,Jefferson,5
FL,Lafayette,1
FL,Lake,80
FL,Lee,126
FL,Leon,65
FL,Levy,19
FL,Liberty,2
FL,Madison,3
FL,Manatee,58
FL,Marion,87
FL,Martin,42
FL,Miami-Dade,217
FL,Monroe,30
FL,Nassau,21
FL,Okaloosa,81
FL,Okeechobee,24
FL,Orange,169
FL,Osceola,39
FL,Palm Beach,175
FL,Pasco,93
FL,Pinellas,215
FL,Polk,106
FL,Putnam,15
FL,Santa Rosa,49
FL,Sarasota,97
FL,Seminole,73
FL,St. Johns,33
FL,St. Lucie,72
FL,Sumter,20
FL,Suwannee,18
FL,Taylor,12
FL,Volusia,101
FL,Wakulla,10
FL,Walton,7
FL,Washington,9
GA,Appling,13
GA,Atkinson,3
GA,Bacon,4
GA,Baldwin,11
GA,Banks,7
GA,Barrow,20
GA,Bartow,39
GA,Ben Hill,10
GA,Berrien,8
GA,Bibb,33
GA,Bleckley,9
GA,Brantley,5
GA,Brooks,6
GA,Bryan,14
GA,Bulloch,20
GA,Burke,2
GA,Butts,8
GA,Calhoun,1
GA,Camden,19
GA,Candler,8
GA,Carroll,37
GA,Catoosa,15
GA,Charlton,10
GA,Chatham,40
GA,Chattooga,9
GA,Cherokee,42
GA,Clarke,20
GA,Clay,1
GA,Clayton,15
GA,Clinch,3
GA,Cobb,110
GA,Coffee,14
GA,Colquitt,13
GA,Columbia,26
GA,Cook,4
GA,Coweta,35
GA,Crawford,3
GA,Crisp,3
GA,Dade,11
GA,Dawson,14
GA,DeKalb,26
GA,Decatur,9
GA,Dodge,6
GA,Dooly,4
GA,Dougherty,20
GA,Douglas,17
GA,Early,4
GA,Effingham,17
GA,Elbert,10
GA,Emanuel,10
GA,Evans,8
GA,Fannin,14
GA,Fayette,32
GA,Floyd,26
GA,Forsyth,31
GA,Franklin,5
GA,Fulton,78
GA,Gilmer,17
GA,Glynn,38
GA,Gordon,17
GA,Grady,10
GA,Greene,3
GA,Gwinnett,103
GA,Habersham,14
GA,Hall,35
GA,Hancock,1
GA,Haralson,13
GA,Harris,5
GA,Hart,15
GA,Heard,8
GA,Henry,12
GA,Houston,32
GA,Irwin,2
GA,Jackson,33
GA,Jasper,6
GA,Jeff Davis,8
GA,Jefferson,5
GA,Jenkins,2
GA,Johnson,3
GA,Jones,7
GA,Lamar,5
GA,Lanier,1
GA,Laurens,9
GA,Lee,10
GA,Liberty,14
GA,Lincoln,3
GA,Long,5
GA,Lowndes,17
GA,Lumpkin,15
GA,Macon,1
GA,Madison,20
GA,Marion,3
GA,McDuffie,7
GA,McIntosh,6
GA,Meriwether,14
GA,Miller,3
GA,Mitchell,7
GA,Monroe,10
GA,Montgomery,2
GA,Morgan,4
GA,Murray,13
GA,Muscogee,36
GA,Newton,19
GA,Oconee,16
GA,Oglethorpe,7
GA,Paulding,38
GA,Peach,6
GA,Pickens,14
GA,Pierce,10
GA,Pike,10
GA,Polk,11
GA,Pulaski,3
GA,Putnam,8
GA,Quitman,1
GA,Rabun,14
GA,Randolph,5
GA,Richmond,29
GA,Rockdale,16
GA,Schley,1
GA,Screven,4
GA,Seminole,6
GA,Spalding,11
GA,Stephens,18
GA,Stewart,7
GA,Sumter,11
GA,Talbot,2
GA,Tattnall,18
GA,Taylor,3
GA,Telfair,3
GA,Terrell,5
GA,Thomas,20
GA,Tift,16
GA,Toombs,16
GA,Towns,10
GA,Treutlen,4
GA,Troup,6
GA,Turner,2
GA,Union,13
GA,Upson,8
GA,Walker,18
GA,Walton,23
GA,Ware,19
GA,Warren,4
GA,Washington,8
GA,Wayne,17
GA,Webster,1
GA,Wheeler,1
GA,White,15
GA,Whitfield,22
GA,Wilcox,1
GA,Wilkes,4
GA,Wilkinson,2
GA,Worth,7
HI,Hawaii,13
HI,Honolulu,36
HI,Kauai,6
HI,Maui,9
IA,Adair,5
IA,Adams,6
IA,Allamakee,14
IA,Appanoose,12
IA,Audubon,2
IA,Benton,21
IA,Black Hawk,48
IA,Boone,19
IA,Bremer,14
IA,Buchanan,6
IA,Buena Vista,14
IA,Butler,14
IA,Calhoun,5
IA,Carroll,27
IA,Cass,9
IA,Cedar,9
IA,Cerro Gordo,21
IA,Cherokee,14
IA,Chickasaw,10
IA,Clarke,4
IA,Clay,18
IA,Clayton,12
IA,Clinton,8
IA,Crawford,5
IA,Dallas,26
IA,Davis,7
IA,Decatur,10
IA,Delaware,11
IA,Des Moines,25
IA,Dickinson,17
IA,Dubuque,49
IA,Emmet,7
IA,Fayette,9
IA,Floyd,10
IA,Franklin,3
IA,Fremont,10
IA,Greene,7
IA,Grundy,7
IA,Guthrie,9
IA,Hamilton,10
IA,Hancock,7
IA,Hardin,16
IA,Harrison,11
IA,Henry,13
IA,Howard,10
IA,Humboldt,13
IA,Ida,6
IA,Iowa,15
IA,Jackson,14
IA,Jasper,17
IA,Jefferson,7
IA,Johnson,29
IA,Jones,10
IA,Keokuk,15
IA,Kossuth,8
IA,Lee,25
IA,Linn,50
IA,Louisa,13
IA,Lucas,9
IA,Lyon,10
IA,Madison,10
IA,Mahaska,10
IA,Marion,13
IA,Marshall,17
IA,Mills,17
IA,Mitchell,5
IA,Monona,8
IA,Monroe,3
IA,Montgomery,6
IA,Muscatine,20
IA,O'Brien,13
IA,Osceola,8
IA,Page,13
IA,Palo Alto,8
IA,Plymouth,15
IA,Pocahontas,8
IA,Polk,83
IA,Pottawattamie,24
IA,Poweshiek,24
IA,Ringgold,2
IA,Sac,9
IA,Scott,47
IA,Shelby,10
IA,Sioux,12
IA,Story,28
IA,Tama,11
IA,Taylor,6
IA,Union,11
IA,Van Buren,14
IA,Wapello,16
IA,Warren,26
IA,Washington,12
IA,Wayne,5
IA,Webster,13
IA,Winnebago,7
IA,Winneshiek,19
IA,Woodbury,27
IA,Worth,5
IA,Wright,9
ID,Ada,170
ID,Adams,9
ID,Bannock,41
ID,Bear Lake,9
ID,Benewah,7
ID,Bingham,22
ID,Blaine,14
ID,Boise,7
ID,Bonner,42
ID,Bonneville,82
ID,Boundary,19
ID,Butte,5
ID,Camas,1
ID,Canyon,97
ID,Caribou,5
ID,Cassia,9
ID,Clark,4
ID,Clearwater,19
ID,Custer,9
ID,Elmore,17
ID,Franklin,13
ID,Fremont,19
ID,Gem,10
ID,Gooding,13
ID,Idaho,23
ID,Jefferson,25
ID,Jerome,6
ID,Kootenai,74
ID,Latah,15
ID,Lemhi,28
ID,Lewis,10
ID,Lincoln,4
ID,Madison,18
ID,Minidoka,7
ID,Nez Perce,54
ID,Oneida,1
ID,Owyhee,8
ID,Payette,11
ID,Power,6
ID,Shoshone,10
ID,Teton,13
ID,Twin Falls,51
ID,Valley,4
ID,Washington,14
IL,Adams,53
IL,Alexander,4
IL,Bond,14
IL,Boone,18
IL,Brown,3
IL,Bureau,31
IL,Calhoun,3
IL,Carroll,13
IL,Cass,11
IL,Champaign,43
IL,Christian,16
IL,Clark,16
IL,Clay,9
IL,Clinton,17
IL,Coles,159
IL,Cook,83
IL,Crawford,14
IL,Cumberland,9
IL,De Witt,8
IL,DeKalb,12
IL,Douglas,13
IL,DuPage,91
IL,Edgar,11
IL,Edwards,7
IL,Effingham,19
IL,Fayette,13
IL,Ford,8
IL,Franklin,24
IL,Fulton,18
IL,Gallatin,2
IL,Greene,10
IL,Grundy,28
IL,Hamilton,2
IL,Hancock,21
IL,Hardin,2
IL,Henderson,3
IL,Henry,40
IL,Iroquois,45
IL,Jackson,30
IL,Jasper,8
IL,Jefferson,20
IL,Jersey,4
IL,Jo Daviess,8
IL,Johnson,13
IL,Kane,64
IL,Kankakee,37
IL,Kendall,27
IL,Knox,13
IL,LaSalle,51
IL,Lake,77
IL,Lawrence,5
IL,Lee,15
IL,Livingston,14
IL,Logan,8
IL,Macon,27
IL,Macoupin,20
IL,Madison,81
IL,Marion,22
IL,Marshall,3
IL,Mason,12
IL,Massac,13
IL,McDonough,12
IL,McHenry,53
IL,McLean,58
IL,Menard,9
IL,Mercer,7
IL,Monroe,17
IL,Montgomery,23
IL,Morgan,21
IL,Moultrie,5
IL,Ogle,20
IL,Peoria,32
IL,Perry,19
IL,Piatt,11
IL,Pike,12
IL,Pope,5
IL,Pulaski,6
IL,Putnam,8
IL,Randolph,28
IL,Richland,11
IL,Rock Island,39
IL,Saline,11
IL,Sangamon,79
IL,Schuyler,5
IL,Shelby,21
IL,St. Clair,50
IL,Stark,5
IL,Stephenson,21
IL,Tazewell,43
IL,Union,20
IL,Vermilion,27
IL,Wabash,5
IL,Warren,8
IL,Washington,11
IL,Wayne,12
IL,White,7
IL,Whiteside,18
IL,Will,77
IL,Williamson,41
IL,Winnebago,40
IL,Woodford,25
IN,Adams,15
IN,Allen,46
IN,Bartholomew,17
IN,Benton,3
IN,Blackford,2
IN,Boone,23
IN,Brown,4
IN,Carroll,2
IN,Cass,14
IN,Clark,28
IN,Clay,16
IN,Clinton,10
IN,Crawford,7
IN,Daviess,20
IN,DeKalb,25
IN,Dearborn,31
IN,Decatur,13
IN,Delaware,10
IN,Dubois,14
IN,Elkhart,42
IN,Fayette,5
IN,Floyd,16
IN,Fountain,15
IN,Franklin,12
IN,Fulton,12
IN,Gibson,20
IN,Grant,17
IN,Greene,24
IN,Hamilton,39
IN,Hancock,16
IN,Harrison,18
IN,Hendricks,40
IN,Henry,13
IN,Howard,16
IN,Huntington,12
IN,Jackson,22
IN,Jasper,11
IN,Jay,5
IN,Jefferson,11
IN,Jennings,13
IN,Johnson,28
IN,Knox,16
IN,Kosciusko,27
IN,LaGrange,11
IN,LaPorte,14
IN,Lake,47
IN,Lawrence,25
IN,Madison,21
IN,Marion,66
IN,Marshall,12
IN,Martin,4
IN,Miami,14
IN,Monroe,19
IN,Montgomery,17
IN,Morgan,23
IN,Newton,5
IN,Noble,18
IN,Ohio,3
IN,Orange,8
IN,Owen,10
IN,Parke,10
IN,Perry,6
IN,Pike,6
IN,Porter,23
IN,Posey,9
IN,Pulaski,3
IN,Putnam,12
IN,Randolph,11
IN,Ripley,19
IN,Rush,7
IN,Scott,7
IN,Shelby,9
IN,Spencer,4
IN,St. Joseph,39
IN,Starke,6
IN,Steuben,13
IN,Sullivan,15
IN,Switzerland,2
IN,Tippecanoe,26
IN,Tipton,8
IN,Union,9
IN,Vanderburgh,27
IN,Vermillion,13
IN,Vigo,34
IN,Wabash,13
IN,Warren,3
IN,Warrick,26
IN,Washington,10
IN,Wayne,17
IN,Wells,4
IN,White,12
IN,Whitley,12
KS,Allen,9
KS,Anderson,4
KS,Atchison,8
KS,Barber,6
KS,Barton,15
KS,Bourbon,8
KS,Brown,8
KS,Butler,35
KS,Chase,4
KS,Chautauqua,4
KS,Cherokee,8
KS,Cheyenne,1
KS,Clark,1
KS,Clay,7
KS,Cloud,5
KS,Coffey,11
KS,Comanche,2
KS,Cowley,17
KS,Crawford,14
KS,Decatur,5
KS,Dickinson,16
KS,Doniphan,7
KS,Douglas,25
KS,Edwards,9
KS,Elk,4
KS,Ellis,22
KS,Ellsworth,6
KS,Finney,12
KS,Ford,17
KS,Franklin,11
KS,Geary,13
KS,Gove,6
KS,Graham,6
KS,Grant,8
KS,Gray,3
KS,Greeley,3
KS,Greenwood,6
KS,Hamilton,4
KS,Harper,7
KS,Harvey,23
KS,Haskell,4
KS,Hodgeman,4
KS,Jackson,8
KS,Jefferson,21
KS,Jewell,5
KS,Johnson,140
KS,Kearny,3
KS,Kingman,8
KS,Kiowa,4
KS,Labette,11
KS,Lane,8
KS,Leavenworth,22
KS,Lincoln,1
KS,Linn,13
KS,Logan,6
KS,Lyon,12
KS,Marion,6
KS,Marshall,11
KS,McPherson,1
KS,Meade,7
KS,Miami,23
KS,Mitchell,7
KS,Montgomery,19
KS,Morris,7
KS,Morton,5
KS,Nemaha,10
KS,Neosho,8
KS,Ness,4
KS,Norton,9
KS,Osage,16
KS,Osborne,7
KS,Ottawa,4
KS,Pawnee,4
KS,Phillips,5
KS,Pottawatomie,18
KS,Pratt,13
KS,Rawlins,2
KS,Reno,31
KS,Republic,5
KS,Rice,10
KS,Riley,14
KS,Rooks,4
KS,Rush,4
KS,Russell,10
KS,Saline,26
KS,Scott,5
KS,Sedgwick,123
KS,Seward,8
KS,Shawnee,56
KS,Sheridan,6
KS,Sherman,5
KS,Smith,5
KS,Stafford,2
KS,Stanton,1
KS,Stevens,5
KS,Sumner,19
KS,Thomas,6
KS,Wabaunsee,5
KS,Wallace,3
KS,Washington,6
KS,Wichita,3
KS,Wilson,11
KS,Wyandotte,25
KY,Adair,12
KY,Allen,15
KY,Anderson,10
KY,Ballard,6
KY,Barren,25
KY,Bath,4
KY,Bell,15
KY,Boone,46
KY,Bourbon,10
KY,Boyd,25
KY,Boyle,18
KY,Bracken,3
KY,Breathitt,4
KY,Breckinridge,5
KY,Bullitt,18
KY,Butler,13
KY,Caldwell,9
KY,Calloway,24
KY,Campbell,16
KY,Carlisle,2
KY,Carroll,9
KY,Carter,11
KY,Casey,3
KY,Christian,24
KY,Clark,14
KY,Clay,9
KY,Clinton,4
KY,Crittenden,6
KY,Cumberland,3
KY,Daviess,31
KY,Edmonson,4
KY,Elliott,4
KY,Estill,8
KY,Fayette,48
KY,Fleming,6
KY,Floyd,16
KY,Franklin,16
KY,Fulton,4
KY,Gallatin,4
KY,Garrard,8
KY,Grant,13
KY,Graves,21
KY,Grayson,21
KY,Green,9
KY,Greenup,21
KY,Hancock,8
KY,Hardin,34
KY,Harlan,12
KY,Harrison,12
KY,Hart,10
KY,Henderson,13
KY,Henry,8
KY,Hickman,4
KY,Hopkins,14
KY,Jackson,2
KY,Jefferson,105
KY,Jessamine,19
KY,Johnson,11
KY,Kenton,34
KY,Knott,1
KY,Knox,7
KY,Larue,6
KY,Laurel,27
KY,Lawrence,6
KY,Lee,4
KY,Leslie,2
KY,Letcher,8
KY,Lewis,4
KY,Lincoln,10
KY,Livingston,7
KY,Logan,17
KY,Lyon,1
KY,Madison,24
KY,Magoffin,7
KY,Marion,6
KY,Marshall,16
KY,Martin,4
KY,Mason,8
KY,McCracken,28
KY,McCreary,4
KY,McLean,6
KY,Meade,6
KY,Mercer,7
KY,Metcalfe,9
KY,Monroe,12
KY,Montgomery,8
KY,Morgan,6
KY,Muhlenberg,6
KY,Nelson,17
KY,Nicholas,2
KY,Ohio,8
KY,Oldham,20
KY,Owen,6
KY,Owsley,4
KY,Pendleton,5
KY,Perry,17
KY,Pike,19
KY,Powell,3
KY,Pulaski,27
KY,Robertson,1
KY,Rockcastle,7
KY,Rowan,8
KY,Russell,9
KY,Scott,12
KY,Shelby,21
KY,Simpson,4
KY,Spencer,4
KY,Taylor,19
KY,Todd,6
KY,Trigg,9
KY,Trimble,5
KY,Union,5
KY,Warren,33
KY,Washington,3
KY,Wayne,8
KY,Webster,5
KY,Whitley,16
KY,Wolfe,3
KY,Woodford,6
LA,Acadia,15
LA,Allen,6
LA,Ascension,29
LA,Assumption,4
LA,Avoyelles,22
LA,Beauregard,10
LA,Bienville,7
LA,Bossier,66
LA,Caddo,84
LA,Calcasieu,59
LA,Caldwell,6
LA,Cameron,1
LA,Catahoula,8
LA,Claiborne,6
LA,Concordia,12
LA,De Soto,8
LA,East Baton Rouge,70
LA,East Carroll,3
LA,East Feliciana,7
LA,Evangeline,11
LA,Franklin,10
LA,Grant,15
LA,Iberia,18
LA,Iberville,5
LA,Jackson,17
LA,Jefferson,54
LA,Jefferson Davis,10
LA,La Salle Parish,6
LA,Lafayette,86
LA,Lafourche,32
LA,Lincoln,18
LA,Livingston,52
LA,Madison,2
LA,Morehouse,12
LA,Natchitoches,17
LA,Orleans,10
LA,Ouachita,80
LA,Plaquemines,3
LA,Pointe Coupee,8
LA,Rapides,60
LA,Red River,4
LA,Richland,13
LA,Sabine,9
LA,St. Bernard,7
LA,St. Charles,9
LA,St. Helena,3
LA,St. James,5
LA,St. John the Baptist,2
LA,St. Landry,29
LA,St. Martin,12
LA,St. Mary,18
LA,St. Tammany,40
LA,Tangipahoa,37
LA,Tensas,6
LA,Terrebonne,29
LA,Union,6
LA,Vermilion,26
LA,Vernon,22
LA,Washington,18
LA,Webster,16
LA,West Baton Rouge,14
LA,West Carroll,5
LA,West Feliciana,1
LA,Winn,10
MA,Barnstable,21
MA,Berkshire,15
MA,Bristol,17
MA,Essex,36
MA,Franklin,13
MA,Hampden,52
MA,Hampshire,10
MA,Middlesex,80
MA,Norfolk,18
MA,Plymouth,17
MA,Suffolk,4
MA,Worcester,52
MD,Allegany,17
MD,Anne Arundel,47
MD,Baltimore,15
MD,Baltimore (city),34
MD,Calvert,18
MD,Caroline,10
MD,Carroll,25
MD,Cecil,22
MD,Charles,22
MD,Dorchester,19
MD,Frederick,38
MD,Garrett,11
MD,Harford,27
MD,Howard,15
MD,Kent,6
MD,Montgomery,66
MD,Prince George's,43
MD,Queen Anne's,22
MD,Somerset,13
MD,St. Mary's,27
MD,Talbot,15
MD,Washington,46
MD,Wicomico,26
MD,Worcester,15
ME,Androscoggin,24
ME,Aroostook,32
ME,Cumberland,38
ME,Franklin,9
ME,Hancock,11
ME,Kennebec,26
ME,Knox,5
ME,Lincoln,16
ME,Oxford,17
ME,Penobscot,27
ME,Piscataquis,5
ME,Sagadahoc,12
ME,Somerset,23
ME,Waldo,3
ME,Washington,14
ME,York,30
MI,Alcona,7
MI,Alger,5
MI,Allegan,37
MI,Alpena,20
MI,Antrim,12
MI,Arenac,8
MI,Baraga,4
MI,Barry,19
MI,Bay,24
MI,Benzie,18
MI,Berrien,38
MI,Branch,18
MI,Calhoun,34
MI,Cass,15
MI,Charlevoix,7
MI,Cheboygan,9
MI,Chippewa,17
MI,Clare,17
MI,Clinton,24
MI,Crawford,5
MI,Delta,21
MI,Dickinson,20
MI,Eaton,30
MI,Emmet,20
MI,Genesee,75
MI,Gladwin,14
MI,Gogebic,7
MI,Grand Traverse,30
MI,Gratiot,7
MI,Hillsdale,15
MI,Houghton,17
MI,Huron,8
MI,Ingham,67
MI,Ionia,18
MI,Iosco,16
MI,Iron,3
MI,Isabella,14
MI,Jackson,35
MI,Kalamazoo,33
MI,Kalkaska,6
MI,Kent,109
MI,Lake,3
MI,Lapeer,39
MI,Leelanau,11
MI,Lenawee,23
MI,Livingston,52
MI,Luce,3
MI,Mackinac,3
MI,Macomb,78
MI,Manistee,18
MI,Marquette,22
MI,Mason,17
MI,Mecosta,10
MI,Menominee,13
MI,Midland,28
MI,Missaukee,11
MI,Monroe,24
MI,Montcalm,26
MI,Montmorency,11
MI,Muskegon,50
MI,Newaygo,25
MI,Oakland,401
MI,Oceana,14
MI,Ogemaw,17
MI,Ontonagon,8
MI,Osceola,12
MI,Oscoda,5
MI,Otsego,8
MI,Ottawa,62
MI,Presque Isle,12
MI,Roscommon,12
MI,Saginaw,43
MI,Sanilac,28
MI,Schoolcraft,6
MI,Shiawassee,36
MI,St. Clair,24
MI,St. Joseph,17
MI,Tuscola,25
MI,Van Buren,24
MI,Washtenaw,39
MI,Wayne,115
MI,Wexford,22
MN,Aitkin,11
MN,Anoka,93
MN,Becker,16
MN,Beltrami,16
MN,Benton,15
MN,Big Stone,6
MN,Blue Earth,20
MN,Brown,15
MN,Carlton,21
MN,Carver,18
MN,Cass,36
MN,Chippewa,4
MN,Chisago,31
MN,Clay,13
MN,Clearwater,7
MN,Cook,6
MN,Cottonwood,10
MN,Crow Wing,29
MN,Dakota,90
MN,Dodge,11
MN,Douglas,28
MN,Faribault,7
MN,Fillmore,10
MN,Freeborn,10
MN,Goodhue,21
MN,Grant,7
MN,Hennepin,159
MN,Houston,11
MN,Hubbard,12
MN,Isanti,22
MN,Itasca,29
MN,Jackson,6
MN,Kanabec,9
MN,Kandiyohi,16
MN,Kittson,6
MN,Koochiching,6
MN,Lac qui Parle,5
MN,Lake,6
MN,Lake of the Woods,6
MN,Le Sueur,19
MN,Lincoln,3
MN,Lyon,37
MN,Mahnomen,5
MN,Marshall,11
MN,Martin,9
MN,McLeod,21
MN,Meeker,11
MN,Mille Lacs,20
MN,Morrison,14
MN,Mower,13
MN,Murray,9
MN,Nicollet,9
MN,Nobles,11
MN,Norman,4
MN,Olmsted,31
MN,Otter Tail,41
MN,Pennington,14
MN,Pine,25
MN,Pipestone,4
MN,Polk,16
MN,Pope,7
MN,Ramsey,206
MN,Red Lake,3
MN,Redwood,5
MN,Renville,11
MN,Rice,21
MN,Rock,4
MN,Roseau,11
MN,Scott,25
MN,Sherburne,34
MN,Sibley,3
MN,St. Louis,76
MN,Stearns,41
MN,Steele,7
MN,Stevens,10
MN,Swift,7
MN,Todd,12
